BN,TN,SubNum,group,hand,isTrain,seq,ChunkSize,digitChangePos,digitChangeValue,press1,press2,press3,press4,press5,press6,press7,press8,press9,press10,press11,RT,ET,norm_MT,isError,timingError,points,response1,response2,response3,response4,response5,response6,response7,response8,response9,response10,response11,handPressed1,handPressed2,handPressed3,handPressed4,handPressed5,handPressed6,handPressed7,handPressed8,handPressed9,handPressed10,handPressed11,pressTime1,pressTime2,pressTime3,pressTime4,pressTime5,pressTime6,pressTime7,pressTime8,pressTime9,pressTime10,pressTime11,timeThreshold,timeThresholdSuper,startTime,startTimeReal,trialDur,startTR,startTRtime,useMetronome,isCross,timeThreshold.1,timeThresholdSuper.1,IPI1,IPI2,IPI3,IPI4,IPI5,IPI6,IPI7,IPI8,IPI9,IPI10
8,8,1,0,2,0,35421252143,2333,9,4,3,5,4,2,1,2,5,2,1,4,3,845.0,4195.0,5040.0,0,0,1,3,5,4,2,1,2,5,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,850.0,1080.0,1405.0,2030.0,2165.0,2300.0,2865.0,3295.0,3660.0,4750.0,4865.0,-842150451.0,-1.0,8260,-1,-1,1,0,3500.0,2940.0,,,230.0,325.0,625.0,135.0,135.0,565.0,430.0,365.0,1090.0,115.0
8,9,1,0,2,0,35421252143,2333,7,3,3,5,4,2,1,2,5,3,1,4,3,870.0,4825.0,5695.0,0,0,1,3,5,4,2,1,2,5,3,1,4,3,2,2,2,2,2,2,2,2,2,2,2,875.0,1990.0,2585.0,2870.0,2995.0,3760.0,4270.0,4515.0,5270.0,5415.0,5570.0,-842150451.0,-1.0,8915,-1,-1,1,0,3500.0,2940.0,,,1115.0,595.0,285.0,125.0,765.0,510.0,245.0,755.0,145.0,155.0
8,10,1,0,2,0,13524232514,2333,9,1,1,3,5,2,4,2,3,2,5,1,4,690.0,2630.0,3320.0,0,0,1,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,695.0,765.0,910.0,1330.0,1455.0,1585.0,2140.0,2275.0,2515.0,3075.0,3175.0,-842150451.0,-1.0,6540,-1,-1,1,0,3500.0,2940.0,,,70.0,145.0,420.0,125.0,130.0,555.0,135.0,240.0,560.0,100.0
8,11,1,0,2,0,42143134241,2333,5,5,4,2,1,4,3,5,3,4,2,4,1,720.0,3780.0,4500.0,0,0,1,4,2,1,4,3,5,3,4,2,4,1,2,2,2,2,2,2,2,2,2,2,2,725.0,855.0,945.0,1460.0,2045.0,2235.0,2770.0,3145.0,3510.0,4230.0,4370.0,-842150451.0,-1.0,7720,-1,-1,1,0,3500.0,2940.0,,,130.0,90.0,515.0,585.0,190.0,535.0,375.0,365.0,720.0,140.0
8,12,1,0,2,0,31253423515,2333,7,3,3,1,2,5,3,4,2,3,5,1,5,710.0,4110.0,4820.0,1,0,-1,3,1,3,5,3,4,2,3,5,1,5,2,2,2,2,2,2,2,2,2,2,2,715.0,815.0,1050.0,1925.0,2270.0,2475.0,3005.0,3485.0,3760.0,4405.0,4645.0,-842150451.0,-1.0,8040,-1,-1,1,0,3500.0,2940.0,,,100.0,235.0,875.0,345.0,205.0,530.0,480.0,275.0,645.0,240.0
8,13,1,0,2,0,51423252413,3332,7,3,5,1,4,2,3,2,5,3,4,1,3,760.0,3585.0,4345.0,0,0,1,5,1,4,2,3,2,5,3,4,1,3,2,2,2,2,2,2,2,2,2,2,2,765.0,965.0,1145.0,1590.0,1710.0,1825.0,3240.0,3400.0,3585.0,4120.0,4200.0,-842150451.0,-1.0,7565,-1,-1,1,0,3500.0,2940.0,,,200.0,180.0,445.0,120.0,115.0,1415.0,160.0,185.0,535.0,80.0
8,14,1,0,2,0,51423252413,3332,9,1,5,1,4,2,3,2,5,2,4,1,3,660.0,3095.0,3755.0,0,0,1,5,1,4,2,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,665.0,790.0,960.0,1470.0,1550.0,1680.0,2350.0,2530.0,3045.0,3545.0,3630.0,-842150451.0,-1.0,6975,-1,-1,1,0,3500.0,2940.0,,,125.0,170.0,510.0,80.0,130.0,670.0,180.0,515.0,500.0,85.0
8,15,1,0,2,0,14325242135,3332,9,4,1,4,3,2,5,2,4,2,1,4,5,855.0,3320.0,4175.0,0,0,1,1,4,3,2,5,2,4,2,1,4,5,2,2,2,2,2,2,2,2,2,2,2,860.0,1055.0,1250.0,1790.0,1945.0,2110.0,2585.0,2760.0,2945.0,3840.0,4025.0,-842150451.0,-1.0,7395,-1,-1,1,0,3500.0,2940.0,,,195.0,195.0,540.0,155.0,165.0,475.0,175.0,185.0,895.0,185.0
8,16,1,0,2,0,43241325345,2333,5,4,4,3,2,4,1,4,2,5,3,4,5,1170.0,3905.0,5075.0,0,0,1,4,3,2,4,1,4,2,5,3,4,5,2,2,2,2,2,2,2,2,2,2,2,1175.0,1275.0,1605.0,2180.0,2400.0,2660.0,3260.0,3585.0,3945.0,4615.0,4930.0,-842150451.0,-1.0,8295,-1,-1,1,0,3500.0,2940.0,,,100.0,330.0,575.0,220.0,260.0,600.0,325.0,360.0,670.0,315.0
8,17,1,0,2,0,51423252413,3332,5,4,5,1,4,2,3,4,5,2,4,1,3,915.0,3920.0,4835.0,1,0,-1,5,1,4,2,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,920.0,1090.0,1235.0,1760.0,1880.0,2020.0,3245.0,3565.0,4190.0,4615.0,4695.0,-842150451.0,-1.0,8055,-1,-1,1,0,3500.0,2940.0,,,170.0,145.0,525.0,120.0,140.0,1225.0,320.0,625.0,425.0,80.0
8,18,1,0,2,0,13524232514,2333,9,1,1,3,5,2,4,2,3,2,5,1,4,665.0,2975.0,3640.0,0,0,1,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,670.0,815.0,1085.0,1425.0,1680.0,1945.0,2335.0,2535.0,2985.0,3360.0,3485.0,-842150451.0,-1.0,6860,-1,-1,1,0,3500.0,2940.0,,,145.0,270.0,340.0,255.0,265.0,390.0,200.0,450.0,375.0,125.0
8,19,1,0,2,0,51435414152,3332,5,4,5,1,4,3,5,4,1,4,1,5,2,845.0,4395.0,5240.0,0,0,1,5,1,4,3,5,4,1,4,1,5,2,2,2,2,2,2,2,2,2,2,2,2,850.0,1100.0,1360.0,2535.0,2860.0,3180.0,3500.0,3860.0,4190.0,4825.0,5115.0,-842150451.0,-1.0,8460,-1,-1,1,0,3500.0,2940.0,,,250.0,260.0,1175.0,325.0,320.0,320.0,360.0,330.0,635.0,290.0
8,20,1,0,2,0,41414241215,3332,5,3,4,1,4,1,4,3,4,1,2,1,5,770.0,4970.0,5740.0,1,0,-1,4,1,4,2,4,3,4,1,2,1,5,2,2,2,2,2,2,2,2,2,2,2,775.0,965.0,1185.0,1845.0,2665.0,3005.0,3790.0,4170.0,4595.0,5260.0,5580.0,-842150451.0,-1.0,8960,-1,-1,1,0,3500.0,2940.0,,,190.0,220.0,660.0,820.0,340.0,785.0,380.0,425.0,665.0,320.0
8,21,1,0,2,0,51423252413,3332,7,2,5,1,4,2,3,2,5,2,4,1,3,625.0,2795.0,3420.0,0,0,1,5,1,4,2,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,630.0,850.0,1130.0,1460.0,1715.0,2030.0,2305.0,2565.0,2795.0,3100.0,3255.0,-842150451.0,-1.0,6640,-1,-1,1,0,3500.0,2940.0,,,220.0,280.0,330.0,255.0,315.0,275.0,260.0,230.0,305.0,155.0
8,22,1,0,2,0,14325242135,3332,5,2,1,4,3,2,5,2,4,2,1,3,5,695.0,2750.0,3445.0,0,0,1,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,700.0,845.0,1065.0,1490.0,1710.0,1940.0,2450.0,2640.0,2785.0,3195.0,3310.0,-842150451.0,-1.0,6665,-1,-1,1,0,3500.0,2940.0,,,145.0,220.0,425.0,220.0,230.0,510.0,190.0,145.0,410.0,115.0
8,23,1,0,2,0,14325242135,3332,9,3,1,4,3,2,5,2,4,2,1,3,5,725.0,2965.0,3690.0,0,0,1,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,730.0,845.0,990.0,1435.0,1540.0,1685.0,2370.0,2850.0,2910.0,3450.0,3550.0,-842150451.0,-1.0,6910,-1,-1,1,0,3500.0,2940.0,,,115.0,145.0,445.0,105.0,145.0,685.0,480.0,60.0,540.0,100.0
8,24,1,0,2,0,14325242135,3332,5,3,1,4,3,2,5,3,4,2,1,3,5,790.0,3410.0,4200.0,1,0,-1,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,795.0,880.0,1025.0,1625.0,1760.0,1890.0,2795.0,3015.0,3190.0,3925.0,4050.0,-842150451.0,-1.0,7420,-1,-1,1,0,3500.0,2940.0,,,85.0,145.0,600.0,135.0,130.0,905.0,220.0,175.0,735.0,125.0
9,1,1,0,2,0,14325242135,3332,7,5,1,4,3,2,5,2,4,5,1,3,5,870.0,4550.0,5420.0,1,0,-1,1,4,3,2,5,2,5,5,1,3,5,2,2,2,2,2,2,2,2,2,2,2,875.0,1380.0,1490.0,2085.0,2205.0,2340.0,3205.0,4225.0,4570.0,5095.0,5260.0,-842150451.0,-1.0,8640,-1,-1,1,0,3500.0,2940.0,,,505.0,110.0,595.0,120.0,135.0,865.0,1020.0,345.0,525.0,165.0
9,2,1,0,2,0,51423252413,3332,5,4,5,1,4,2,3,4,5,2,4,1,3,905.0,3575.0,4480.0,0,0,1,5,1,4,2,3,4,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,910.0,1120.0,1300.0,1750.0,2220.0,2450.0,3100.0,3560.0,3780.0,4245.0,4345.0,-842150451.0,-1.0,7700,-1,-1,1,0,3500.0,2940.0,,,210.0,180.0,450.0,470.0,230.0,650.0,460.0,220.0,465.0,100.0
9,3,1,0,2,0,24141325134,2333,9,2,2,4,1,4,1,3,2,5,1,2,4,1270.0,3355.0,4625.0,0,0,1,2,4,1,4,1,3,2,5,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1275.0,1445.0,1640.0,2270.0,2420.0,2675.0,3295.0,3425.0,3735.0,4310.0,4465.0,-842150451.0,-1.0,7845,-1,-1,1,0,3500.0,2940.0,,,170.0,195.0,630.0,150.0,255.0,620.0,130.0,310.0,575.0,155.0
9,4,1,0,2,0,35134532423,3332,5,2,3,5,1,3,4,2,3,2,4,2,3,1470.0,3230.0,4700.0,0,0,1,3,5,1,3,4,2,3,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,1475.0,1660.0,1810.0,2340.0,2615.0,2790.0,3595.0,3715.0,3935.0,4485.0,4545.0,-842150451.0,-1.0,7920,-1,-1,1,0,3500.0,2940.0,,,185.0,150.0,530.0,275.0,175.0,805.0,120.0,220.0,550.0,60.0
9,5,1,0,2,0,51423252413,3332,7,3,5,1,4,2,3,2,5,3,4,1,3,800.0,3455.0,4255.0,0,0,1,5,1,4,2,3,2,5,3,4,1,3,2,2,2,2,2,2,2,2,2,2,2,805.0,1230.0,1345.0,1795.0,1895.0,2010.0,3290.0,3485.0,3640.0,4060.0,4115.0,-842150451.0,-1.0,7475,-1,-1,1,0,3500.0,2940.0,,,425.0,115.0,450.0,100.0,115.0,1280.0,195.0,155.0,420.0,55.0
9,6,1,0,2,0,35421252143,2333,9,2,3,5,4,2,1,2,5,2,1,2,3,740.0,3360.0,4100.0,0,0,1,3,5,4,2,1,2,5,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,745.0,885.0,1240.0,2115.0,2245.0,2390.0,2990.0,3205.0,3315.0,3905.0,3960.0,-842150451.0,-1.0,7320,-1,-1,1,0,3500.0,2940.0,,,140.0,355.0,875.0,130.0,145.0,600.0,215.0,110.0,590.0,55.0
9,7,1,0,2,0,13524232514,2333,9,1,1,3,5,2,4,2,3,2,5,1,4,735.0,2970.0,3705.0,0,0,1,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,740.0,860.0,1000.0,1430.0,1655.0,1745.0,2375.0,2510.0,2820.0,3415.0,3545.0,-842150451.0,-1.0,6925,-1,-1,1,0,3500.0,2940.0,,,120.0,140.0,430.0,225.0,90.0,630.0,135.0,310.0,595.0,130.0
9,8,1,0,2,0,13524232514,2333,9,1,1,3,5,2,4,2,3,2,5,1,4,720.0,2815.0,3535.0,0,0,1,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,725.0,830.0,990.0,1495.0,1685.0,1795.0,2415.0,2510.0,2755.0,3300.0,3350.0,-842150451.0,-1.0,6755,-1,-1,1,0,3500.0,2940.0,,,105.0,160.0,505.0,190.0,110.0,620.0,95.0,245.0,545.0,50.0
9,9,1,0,2,0,54241415343,3332,5,5,5,4,2,4,1,5,1,5,3,4,3,1390.0,4155.0,5545.0,0,0,1,5,4,2,4,1,5,1,5,3,4,3,2,2,2,2,2,2,2,2,2,2,2,1395.0,1440.0,2210.0,3165.0,3420.0,3695.0,4100.0,4390.0,4775.0,5170.0,5460.0,-842150451.0,-1.0,8765,-1,-1,1,0,3500.0,2940.0,,,45.0,770.0,955.0,255.0,275.0,405.0,290.0,385.0,395.0,290.0
9,10,1,0,2,0,35421252143,2333,9,4,3,5,4,2,1,2,5,2,1,4,3,970.0,3550.0,4520.0,0,0,1,3,5,4,2,1,2,5,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,975.0,1280.0,1570.0,2215.0,2330.0,2465.0,3110.0,3295.0,3420.0,4310.0,4350.0,-842150451.0,-1.0,7740,-1,-1,1,0,3500.0,2940.0,,,305.0,290.0,645.0,115.0,135.0,645.0,185.0,125.0,890.0,40.0
9,11,1,0,2,0,35421252143,2333,5,2,3,5,4,2,1,2,5,2,1,4,3,775.0,3145.0,3920.0,0,0,1,3,5,4,2,1,2,5,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,780.0,980.0,1290.0,1885.0,1975.0,2090.0,2780.0,2915.0,3065.0,3735.0,3790.0,-842150451.0,-1.0,7140,-1,-1,1,0,3500.0,2940.0,,,200.0,310.0,595.0,90.0,115.0,690.0,135.0,150.0,670.0,55.0
9,12,1,0,2,0,14342535313,2333,5,1,1,4,3,4,2,1,3,5,3,1,3,900.0,3805.0,4705.0,0,0,1,1,4,3,4,2,1,3,5,3,1,3,2,2,2,2,2,2,2,2,2,2,2,905.0,1075.0,1195.0,1920.0,2015.0,2150.0,3285.0,3550.0,3845.0,4520.0,4590.0,-842150451.0,-1.0,7925,-1,-1,1,0,3500.0,2940.0,,,170.0,120.0,725.0,95.0,135.0,1135.0,265.0,295.0,675.0,70.0
9,13,1,0,2,0,51423252413,3332,9,1,5,1,4,2,3,2,5,2,4,1,3,855.0,2910.0,3765.0,0,0,1,5,1,4,2,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,860.0,1220.0,1430.0,1985.0,2065.0,2160.0,2670.0,2805.0,3020.0,3610.0,3660.0,-842150451.0,-1.0,6985,-1,-1,1,0,3500.0,2940.0,,,360.0,210.0,555.0,80.0,95.0,510.0,135.0,215.0,590.0,50.0
9,14,1,0,2,0,13521321515,3332,9,1,1,3,5,2,1,3,2,1,5,1,5,745.0,2985.0,3730.0,0,0,1,1,3,5,2,1,3,2,1,5,1,5,2,2,2,2,2,2,2,2,2,2,2,750.0,840.0,990.0,1530.0,1685.0,1890.0,2510.0,2615.0,2820.0,3500.0,3560.0,-842150451.0,-1.0,6950,-1,-1,1,0,3500.0,2940.0,,,90.0,150.0,540.0,155.0,205.0,620.0,105.0,205.0,680.0,60.0
9,15,1,0,2,0,51354132351,2333,7,5,5,1,3,5,4,1,3,5,3,5,1,745.0,3635.0,4380.0,0,0,1,5,1,3,5,4,1,3,5,3,5,1,2,2,2,2,2,2,2,2,2,2,2,750.0,885.0,1035.0,1885.0,2145.0,2310.0,2890.0,3280.0,3840.0,3945.0,4305.0,-842150451.0,-1.0,7600,-1,-1,1,0,3500.0,2940.0,,,135.0,150.0,850.0,260.0,165.0,580.0,390.0,560.0,105.0,360.0
9,16,1,0,2,0,51423252413,3332,7,2,5,1,4,2,3,2,5,2,4,1,3,640.0,2805.0,3445.0,0,0,1,5,1,4,2,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,645.0,780.0,885.0,1540.0,1665.0,1760.0,2420.0,2580.0,2765.0,3280.0,3330.0,-842150451.0,-1.0,6665,-1,-1,1,0,3500.0,2940.0,,,135.0,105.0,655.0,125.0,95.0,660.0,160.0,185.0,515.0,50.0
9,17,1,0,2,0,13524232514,2333,9,2,1,3,5,2,4,2,3,2,5,2,4,740.0,3145.0,3885.0,0,0,1,1,3,5,2,4,2,3,2,5,2,4,2,2,2,2,2,2,2,2,2,2,2,745.0,825.0,955.0,1400.0,1635.0,1720.0,2540.0,2625.0,2735.0,3700.0,3755.0,-842150451.0,-1.0,7105,-1,-1,1,0,3500.0,2940.0,,,80.0,130.0,445.0,235.0,85.0,820.0,85.0,110.0,965.0,55.0
9,18,1,0,2,0,35421252143,2333,7,4,3,5,4,2,1,2,5,4,1,4,3,1160.0,3450.0,4610.0,0,0,1,3,5,4,2,1,2,5,4,1,4,3,2,2,2,2,2,2,2,2,2,2,2,1165.0,1260.0,1535.0,2020.0,2135.0,2255.0,2860.0,3150.0,3465.0,4390.0,4510.0,-842150451.0,-1.0,7830,-1,-1,1,0,3500.0,2940.0,,,95.0,275.0,485.0,115.0,120.0,605.0,290.0,315.0,925.0,120.0
9,19,1,0,2,0,14325242135,3332,5,2,1,4,3,2,5,2,4,2,1,3,5,1005.0,3030.0,4035.0,0,0,1,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,1010.0,1135.0,1270.0,1855.0,2420.0,2530.0,3260.0,3365.0,3480.0,3850.0,3915.0,-842150451.0,-1.0,7255,-1,-1,1,0,3500.0,2940.0,,,125.0,135.0,585.0,565.0,110.0,730.0,105.0,115.0,370.0,65.0
9,20,1,0,2,0,13524232514,2333,7,2,1,3,5,2,4,2,3,2,5,1,4,750.0,2895.0,3645.0,0,0,1,1,3,5,2,4,2,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,755.0,820.0,920.0,1500.0,1585.0,1705.0,2295.0,2375.0,2705.0,3385.0,3480.0,-842150451.0,-1.0,6865,-1,-1,1,0,3500.0,2940.0,,,65.0,100.0,580.0,85.0,120.0,590.0,80.0,330.0,680.0,95.0
9,21,1,0,2,0,14325242135,3332,9,4,1,4,3,2,5,2,4,2,1,4,5,770.0,2775.0,3545.0,0,0,1,1,4,3,2,5,2,4,2,1,4,5,2,2,2,2,2,2,2,2,2,2,2,775.0,845.0,945.0,1535.0,1705.0,1870.0,2335.0,2445.0,2575.0,3230.0,3335.0,-842150451.0,-1.0,6765,-1,-1,1,0,3500.0,2940.0,,,70.0,100.0,590.0,170.0,165.0,465.0,110.0,130.0,655.0,105.0
9,22,1,0,2,0,21545124124,3332,5,4,2,1,5,4,5,4,2,4,1,2,4,1025.0,4505.0,5530.0,0,0,1,2,1,5,4,5,4,2,4,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1030.0,1125.0,1345.0,2270.0,2440.0,2845.0,3400.0,3630.0,4265.0,4900.0,5410.0,-842150451.0,-1.0,8750,-1,-1,1,0,3500.0,2940.0,,,95.0,220.0,925.0,170.0,405.0,555.0,230.0,635.0,635.0,510.0
9,23,1,0,2,0,14325242135,3332,7,2,1,4,3,2,5,2,4,2,1,3,5,720.0,2430.0,3150.0,0,0,1,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,725.0,870.0,985.0,1480.0,1590.0,1735.0,2180.0,2305.0,2455.0,2905.0,3005.0,-842150451.0,-1.0,6370,-1,-1,1,0,3500.0,2940.0,,,145.0,115.0,495.0,110.0,145.0,445.0,125.0,150.0,450.0,100.0
9,24,1,0,2,0,34315243412,2333,5,3,3,4,3,1,5,3,4,3,4,1,2,1110.0,3175.0,4285.0,1,0,-1,3,4,3,1,5,3,4,3,4,1,3,2,2,2,2,2,2,2,2,2,2,2,1115.0,1245.0,1440.0,1995.0,2145.0,2520.0,3075.0,3210.0,3585.0,4095.0,4160.0,-842150451.0,-1.0,7505,-1,-1,1,0,3500.0,2940.0,,,130.0,195.0,555.0,150.0,375.0,555.0,135.0,375.0,510.0,65.0
10,1,1,0,2,0,53532134134,3332,7,5,5,3,5,3,2,1,3,5,1,3,4,1115.0,3440.0,4555.0,1,0,-1,5,3,5,3,1,1,3,5,1,3,4,2,2,2,2,2,2,2,2,2,2,2,1120.0,1275.0,1440.0,1990.0,2200.0,2830.0,3260.0,3465.0,3990.0,4195.0,4430.0,-842150451.0,-1.0,7775,-1,-1,1,0,3500.0,2940.0,,,155.0,165.0,550.0,210.0,630.0,430.0,205.0,525.0,205.0,235.0
10,2,1,0,2,0,35421252143,2333,7,2,3,5,4,2,1,2,5,2,1,4,3,800.0,3815.0,4615.0,0,0,1,3,5,4,2,1,2,5,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,805.0,965.0,1315.0,1600.0,1780.0,2700.0,3190.0,3415.0,3535.0,4420.0,4450.0,-842150451.0,-1.0,7835,-1,-1,1,0,3500.0,2940.0,,,160.0,350.0,285.0,180.0,920.0,490.0,225.0,120.0,885.0,30.0
10,3,1,0,2,0,51423252413,3332,7,3,5,1,4,2,3,2,5,3,4,1,3,945.0,2875.0,3820.0,0,0,1,5,1,4,2,3,2,5,3,4,1,3,2,2,2,2,2,2,2,2,2,2,2,950.0,1085.0,1430.0,1810.0,1930.0,2040.0,2800.0,3010.0,3170.0,3685.0,3710.0,-842150451.0,-1.0,7040,-1,-1,1,0,3500.0,2940.0,,,135.0,345.0,380.0,120.0,110.0,760.0,210.0,160.0,515.0,25.0
10,4,1,0,2,0,14325242135,3332,7,2,1,4,3,2,5,2,4,2,1,3,5,875.0,2935.0,3810.0,0,0,1,1,4,3,2,5,2,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,880.0,1005.0,1085.0,1600.0,1925.0,2050.0,2835.0,2925.0,2980.0,3515.0,3655.0,-842150451.0,-1.0,7030,-1,-1,1,0,3500.0,2940.0,,,125.0,80.0,515.0,325.0,125.0,785.0,90.0,55.0,535.0,140.0
10,5,1,0,2,0,41431512425,3332,5,2,4,1,4,3,1,2,1,2,4,2,5,835.0,4915.0,5750.0,1,0,-1,5,1,4,3,1,2,1,2,4,2,5,2,2,2,2,2,2,2,2,2,2,2,840.0,1845.0,2040.0,2745.0,3130.0,3495.0,3970.0,4520.0,5110.0,5420.0,5610.0,-842150451.0,-1.0,8970,-1,-1,1,0,3500.0,2940.0,,,1005.0,195.0,705.0,385.0,365.0,475.0,550.0,590.0,310.0,190.0
10,6,1,0,2,0,35421252143,2333,5,4,3,5,4,2,1,4,5,2,1,4,3,925.0,3640.0,4565.0,0,0,1,3,5,4,2,1,4,5,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,930.0,1165.0,1420.0,1895.0,2050.0,2405.0,3030.0,3205.0,3575.0,4355.0,4425.0,-842150451.0,-1.0,7785,-1,-1,1,0,3500.0,2940.0,,,235.0,255.0,475.0,155.0,355.0,625.0,175.0,370.0,780.0,70.0
10,7,1,0,2,0,14325242135,3332,5,3,1,4,3,2,5,3,4,2,1,3,5,1050.0,3380.0,4430.0,0,0,1,1,4,3,2,5,3,4,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,1055.0,1225.0,1365.0,2060.0,2255.0,2720.0,3485.0,3585.0,3705.0,4115.0,4285.0,-842150451.0,-1.0,7650,-1,-1,1,0,3500.0,2940.0,,,170.0,140.0,695.0,195.0,465.0,765.0,100.0,120.0,410.0,170.0
10,8,1,0,2,0,12123153123,3332,9,5,1,2,1,2,3,1,5,3,1,5,3,905.0,5175.0,6080.0,1,0,-1,1,2,1,2,3,2,5,3,1,5,3,2,2,2,2,2,2,2,2,2,2,2,910.0,1095.0,1210.0,1370.0,2610.0,2680.0,4155.0,4680.0,5410.0,5655.0,5955.0,-842150451.0,-1.0,9300,-1,-1,1,0,3500.0,2940.0,,,185.0,115.0,160.0,1240.0,70.0,1475.0,525.0,730.0,245.0,300.0
10,9,1,0,2,0,14325242135,3332,7,5,1,4,3,2,5,2,4,5,1,3,5,740.0,4025.0,4765.0,0,0,1,1,4,3,2,5,2,4,5,1,3,5,2,2,2,2,2,2,2,2,2,2,2,745.0,1005.0,1140.0,1745.0,1925.0,2205.0,3320.0,3580.0,4070.0,4435.0,4600.0,-842150451.0,-1.0,7985,-1,-1,1,0,3500.0,2940.0,,,260.0,135.0,605.0,180.0,280.0,1115.0,260.0,490.0,365.0,165.0
10,10,1,0,2,0,51423252413,3332,5,2,5,1,4,2,3,2,5,2,4,1,3,900.0,4020.0,4920.0,0,0,1,5,1,4,2,3,2,5,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,905.0,1065.0,1255.0,1675.0,1865.0,2000.0,2740.0,3950.0,4020.0,4740.0,4790.0,-842150451.0,-1.0,8140,-1,-1,1,0,3500.0,2940.0,,,160.0,190.0,420.0,190.0,135.0,740.0,1210.0,70.0,720.0,50.0
10,11,1,0,2,0,45245345445,2333,9,1,4,5,2,4,5,3,4,5,4,1,5,1025.0,4130.0,5155.0,0,0,1,4,5,2,4,5,3,4,5,4,1,5,2,2,2,2,2,2,2,2,2,2,2,1030.0,1230.0,1455.0,2145.0,2315.0,2665.0,3465.0,3745.0,4030.0,4815.0,4930.0,-842150451.0,-1.0,8375,-1,-1,1,0,3500.0,2940.0,,,200.0,225.0,690.0,170.0,350.0,800.0,280.0,285.0,785.0,115.0
10,12,1,0,2,0,35421252143,2333,9,2,3,5,4,2,1,2,5,2,1,2,3,700.0,3335.0,4035.0,1,0,-1,3,5,4,2,1,2,5,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,705.0,865.0,1185.0,1815.0,1915.0,2025.0,2655.0,2775.0,2865.0,3225.0,3935.0,-842150451.0,-1.0,7255,-1,-1,1,0,3500.0,2940.0,,,160.0,320.0,630.0,100.0,110.0,630.0,120.0,90.0,360.0,710.0
10,13,1,0,2,0,43241524524,3332,5,4,4,3,2,4,1,4,2,4,5,2,4,1015.0,4180.0,5195.0,0,0,1,4,3,2,4,1,4,2,4,5,2,4,2,2,2,2,2,2,2,2,2,2,2,1020.0,1200.0,1375.0,2255.0,2420.0,2785.0,3480.0,3840.0,4260.0,4695.0,5030.0,-842150451.0,-1.0,8415,-1,-1,1,0,3500.0,2940.0,,,180.0,175.0,880.0,165.0,365.0,695.0,360.0,420.0,435.0,335.0
10,14,1,0,2,0,13524232514,2333,9,2,1,3,5,2,4,2,3,2,5,2,4,815.0,3600.0,4415.0,0,0,1,1,3,5,2,4,2,3,2,5,2,4,2,2,2,2,2,2,2,2,2,2,2,820.0,930.0,1115.0,1595.0,1770.0,1890.0,2490.0,2555.0,3365.0,4070.0,4285.0,-842150451.0,-1.0,7635,-1,-1,1,0,3500.0,2940.0,,,110.0,185.0,480.0,175.0,120.0,600.0,65.0,810.0,705.0,215.0
10,15,1,0,2,0,13524232514,2333,5,1,1,3,5,2,4,1,3,2,5,1,4,780.0,4020.0,4800.0,0,0,1,1,3,5,2,4,1,3,2,5,1,4,2,2,2,2,2,2,2,2,2,2,2,785.0,880.0,1110.0,1885.0,2390.0,2520.0,3305.0,3485.0,3830.0,4450.0,4585.0,-842150451.0,-1.0,8020,-1,-1,1,0,3500.0,2940.0,,,95.0,230.0,775.0,505.0,130.0,785.0,180.0,345.0,620.0,135.0
