BN,TN,SubNum,group,hand,isTrain,seq,ChunkSize,digitChangePos,digitChangeValue,isTrialError,timingError,IPI_Number,IPI_Value,N,Press_Number,Press_Value,Response_Number,Response_Value,isPressError
1,5,1,0,2,1,35421252143,2333,9,4,0,0,IPI6,185.0,7,press7,5,response7,5,False
1,6,1,0,2,1,14325242135,3332,7,2,1,0,IPI6,915.0,7,press7,4,response7,4,False
1,7,1,0,2,1,35421252143,2333,9,4,0,0,IPI6,330.0,7,press7,5,response7,5,False
1,8,1,0,2,1,51423252413,3332,9,5,0,0,IPI6,755.0,7,press7,5,response7,5,False
1,9,1,0,2,1,35421252143,2333,9,2,0,0,IPI6,140.0,7,press7,5,response7,5,False
1,10,1,0,2,1,13524232514,2333,5,1,0,0,IPI6,85.0,7,press7,3,response7,3,False
1,11,1,0,2,1,13524232514,2333,7,2,0,0,IPI6,85.0,7,press7,3,response7,3,False
1,12,1,0,2,1,51423252413,3332,7,1,1,0,IPI6,1355.0,7,press7,5,response7,5,False
1,13,1,0,2,1,51423252413,3332,5,4,0,0,IPI6,675.0,7,press7,5,response7,5,False
1,14,1,0,2,1,14325242135,3332,7,2,0,0,IPI6,840.0,7,press7,4,response7,4,False
1,15,1,0,2,1,13524232514,2333,7,4,0,0,IPI6,55.0,7,press7,3,response7,3,False
1,16,1,0,2,1,14325242135,3332,7,3,1,0,IPI6,965.0,7,press7,4,response7,4,False
1,17,1,0,2,1,35421252143,2333,5,4,0,0,IPI6,175.0,7,press7,5,response7,5,False
1,18,1,0,2,1,35421252143,2333,5,3,0,0,IPI6,165.0,7,press7,5,response7,5,False
1,19,1,0,2,1,51423252413,3332,5,2,0,0,IPI6,645.0,7,press7,5,response7,5,False
1,20,1,0,2,1,14325242135,3332,9,2,0,0,IPI6,660.0,7,press7,4,response7,4,False
2,1,1,0,2,1,35421252143,2333,7,3,0,0,IPI6,300.0,7,press7,5,response7,5,False
2,2,1,0,2,1,51423252413,3332,5,4,1,0,IPI6,690.0,7,press7,5,response7,5,False
2,3,1,0,2,1,35421252143,2333,9,2,0,0,IPI6,605.0,7,press7,5,response7,5,False
2,4,1,0,2,1,13524232514,2333,7,4,0,0,IPI6,100.0,7,press7,3,response7,3,False
2,5,1,0,2,1,35421252143,2333,5,4,1,0,IPI6,95.0,7,press7,5,response7,5,False
2,6,1,0,2,1,51423252413,3332,7,2,0,0,IPI6,695.0,7,press7,5,response7,5,False
2,7,1,0,2,1,13524232514,2333,7,4,0,0,IPI6,95.0,7,press7,3,response7,3,False
2,8,1,0,2,1,14325242135,3332,9,4,1,0,IPI6,715.0,7,press7,4,response7,4,False
2,9,1,0,2,1,14325242135,3332,9,2,0,0,IPI6,645.0,7,press7,4,response7,4,False
2,10,1,0,2,1,13524232514,2333,9,1,0,0,IPI6,90.0,7,press7,3,response7,3,False
2,11,1,0,2,1,51423252413,3332,5,1,0,0,IPI6,680.0,7,press7,5,response7,5,False
2,12,1,0,2,1,51423252413,3332,5,4,0,0,IPI6,760.0,7,press7,5,response7,5,False
2,13,1,0,2,1,13524232514,2333,5,2,0,0,IPI6,65.0,7,press7,3,response7,3,False
2,14,1,0,2,1,14325242135,3332,5,3,1,0,IPI6,795.0,7,press7,4,response7,4,False
2,15,1,0,2,1,14325242135,3332,7,3,0,0,IPI6,620.0,7,press7,4,response7,4,False
2,16,1,0,2,1,35421252143,2333,5,4,0,0,IPI6,85.0,7,press7,5,response7,5,False
2,17,1,0,2,1,13524232514,2333,7,2,0,0,IPI6,115.0,7,press7,3,response7,3,False
2,18,1,0,2,1,14325242135,3332,5,3,0,0,IPI6,625.0,7,press7,4,response7,4,False
2,19,1,0,2,1,51423252413,3332,9,2,1,0,IPI6,705.0,7,press7,5,response7,5,False
2,20,1,0,2,1,35421252143,2333,5,2,0,0,IPI6,130.0,7,press7,5,response7,5,False
3,1,1,0,2,1,35421252143,2333,5,2,0,0,IPI6,200.0,7,press7,5,response7,5,False
3,2,1,0,2,1,13524232514,2333,9,2,0,0,IPI6,110.0,7,press7,3,response7,3,False
3,3,1,0,2,1,13524232514,2333,5,5,0,0,IPI6,80.0,7,press7,3,response7,3,False
3,4,1,0,2,1,51423252413,3332,9,1,1,0,IPI6,610.0,7,press7,5,response7,5,False
3,5,1,0,2,1,35421252143,2333,7,4,0,0,IPI6,80.0,7,press7,5,response7,5,False
3,6,1,0,2,1,35421252143,2333,9,2,0,0,IPI6,160.0,7,press7,5,response7,5,False
3,7,1,0,2,1,51423252413,3332,7,2,0,0,IPI6,640.0,7,press7,5,response7,5,False
3,8,1,0,2,1,13524232514,2333,5,1,1,0,IPI6,70.0,7,press7,3,response7,3,False
3,9,1,0,2,1,14325242135,3332,9,2,0,0,IPI6,810.0,7,press7,4,response7,4,False
3,10,1,0,2,1,35421252143,2333,5,4,0,0,IPI6,95.0,7,press7,5,response7,5,False
3,11,1,0,2,1,51423252413,3332,5,1,0,0,IPI6,460.0,7,press7,5,response7,5,False
3,12,1,0,2,1,14325242135,3332,9,3,1,0,IPI6,620.0,7,press7,4,response7,4,False
3,13,1,0,2,1,35421252143,2333,7,2,1,0,IPI6,130.0,7,press7,5,response7,5,False
3,14,1,0,2,1,51423252413,3332,9,5,0,0,IPI6,755.0,7,press7,5,response7,5,False
3,15,1,0,2,1,14325242135,3332,7,3,1,0,IPI6,1205.0,7,press7,4,response7,4,False
3,16,1,0,2,1,14325242135,3332,9,3,1,0,IPI6,1170.0,7,press7,4,response7,4,False
3,17,1,0,2,1,13524232514,2333,9,1,0,0,IPI6,85.0,7,press7,3,response7,3,False
3,18,1,0,2,1,13524232514,2333,9,3,1,0,IPI6,135.0,7,press7,3,response7,4,True
3,19,1,0,2,1,14325242135,3332,7,2,1,0,IPI6,675.0,7,press7,4,response7,4,False
3,20,1,0,2,1,51423252413,3332,7,1,0,0,IPI6,670.0,7,press7,5,response7,5,False
4,1,1,0,2,1,51423252413,3332,5,2,0,0,IPI6,610.0,7,press7,5,response7,5,False
4,2,1,0,2,1,14325242135,3332,5,1,0,0,IPI6,635.0,7,press7,4,response7,4,False
4,3,1,0,2,1,35421252143,2333,9,2,1,0,IPI6,795.0,7,press7,5,response7,5,False
4,4,1,0,2,1,35421252143,2333,7,3,0,0,IPI6,440.0,7,press7,5,response7,5,False
4,5,1,0,2,1,14325242135,3332,9,2,0,0,IPI6,585.0,7,press7,4,response7,4,False
4,6,1,0,2,1,14325242135,3332,7,2,0,0,IPI6,595.0,7,press7,4,response7,4,False
4,7,1,0,2,1,13524232514,2333,9,2,0,0,IPI6,365.0,7,press7,3,response7,3,False
4,8,1,0,2,1,35421252143,2333,7,4,1,0,IPI6,285.0,7,press7,5,response7,5,False
4,9,1,0,2,1,14325242135,3332,7,5,1,0,IPI6,1120.0,7,press7,4,response7,4,False
4,10,1,0,2,1,35421252143,2333,7,4,0,0,IPI6,145.0,7,press7,5,response7,5,False
4,11,1,0,2,1,51423252413,3332,9,2,0,0,IPI6,760.0,7,press7,5,response7,5,False
4,12,1,0,2,1,13524232514,2333,7,4,1,0,IPI6,160.0,7,press7,3,response7,3,False
4,13,1,0,2,1,51423252413,3332,5,1,0,0,IPI6,720.0,7,press7,5,response7,5,False
4,14,1,0,2,1,35421252143,2333,7,2,0,0,IPI6,125.0,7,press7,5,response7,5,False
4,15,1,0,2,1,51423252413,3332,5,4,0,0,IPI6,590.0,7,press7,5,response7,5,False
4,16,1,0,2,1,51423252413,3332,9,2,0,0,IPI6,675.0,7,press7,5,response7,5,False
4,17,1,0,2,1,13524232514,2333,7,1,1,0,IPI6,85.0,7,press7,3,response7,3,False
4,18,1,0,2,1,14325242135,3332,5,3,1,0,IPI6,625.0,7,press7,4,response7,4,False
4,19,1,0,2,1,13524232514,2333,7,1,0,0,IPI6,110.0,7,press7,3,response7,3,False
4,20,1,0,2,1,13524232514,2333,9,1,0,0,IPI6,80.0,7,press7,3,response7,3,False
5,1,1,0,2,1,14325242135,3332,9,2,0,0,IPI6,740.0,7,press7,4,response7,4,False
5,2,1,0,2,1,35421252143,2333,5,2,0,0,IPI6,115.0,7,press7,5,response7,5,False
5,3,1,0,2,1,35421252143,2333,5,2,0,0,IPI6,85.0,7,press7,5,response7,5,False
5,4,1,0,2,1,35421252143,2333,9,4,0,0,IPI6,170.0,7,press7,5,response7,5,False
5,5,1,0,2,1,14325242135,3332,7,5,0,0,IPI6,760.0,7,press7,4,response7,4,False
5,6,1,0,2,1,13524232514,2333,7,4,0,0,IPI6,205.0,7,press7,3,response7,3,False
5,7,1,0,2,1,51423252413,3332,5,1,0,0,IPI6,775.0,7,press7,5,response7,5,False
5,8,1,0,2,1,35421252143,2333,5,4,0,0,IPI6,120.0,7,press7,5,response7,5,False
5,9,1,0,2,1,13524232514,2333,9,1,0,0,IPI6,85.0,7,press7,3,response7,3,False
5,10,1,0,2,1,13524232514,2333,5,1,0,0,IPI6,85.0,7,press7,3,response7,3,False
5,11,1,0,2,1,14325242135,3332,5,3,1,0,IPI6,860.0,7,press7,4,response7,4,False
5,12,1,0,2,1,13524232514,2333,9,3,1,0,IPI6,110.0,7,press7,3,response7,3,False
5,13,1,0,2,1,51423252413,3332,7,2,0,0,IPI6,730.0,7,press7,5,response7,5,False
5,14,1,0,2,1,51423252413,3332,5,4,0,0,IPI6,620.0,7,press7,5,response7,5,False
5,15,1,0,2,1,51423252413,3332,5,4,0,0,IPI6,485.0,7,press7,5,response7,5,False
5,16,1,0,2,1,51423252413,3332,9,5,0,0,IPI6,655.0,7,press7,5,response7,5,False
5,17,1,0,2,1,13524232514,2333,7,1,0,0,IPI6,60.0,7,press7,3,response7,3,False
5,18,1,0,2,1,14325242135,3332,7,3,0,0,IPI6,910.0,7,press7,4,response7,4,False
5,19,1,0,2,1,14325242135,3332,5,1,1,0,IPI6,765.0,7,press7,4,response7,4,False
5,20,1,0,2,1,35421252143,2333,5,3,0,0,IPI6,110.0,7,press7,5,response7,5,False
6,1,1,0,2,0,14325242135,3332,9,4,0,0,IPI6,890.0,7,press7,4,response7,4,False
6,2,1,0,2,0,51423252413,3332,5,2,0,0,IPI6,1135.0,7,press7,5,response7,5,False
6,3,1,0,2,0,35421252143,2333,7,2,1,0,IPI6,70.0,7,press7,5,response7,2,True
6,4,1,0,2,0,34235521521,3332,5,3,0,0,IPI6,575.0,7,press7,2,response7,2,False
6,5,1,0,2,0,21515145423,3332,5,1,0,0,IPI6,1075.0,7,press7,4,response7,4,False
6,6,1,0,2,0,13524232514,2333,7,2,1,0,IPI6,635.0,7,press7,3,response7,3,False
6,7,1,0,2,0,35421252143,2333,5,2,0,0,IPI6,570.0,7,press7,5,response7,5,False
6,8,1,0,2,0,32141415531,2333,7,4,0,0,IPI6,580.0,7,press7,1,response7,1,False
6,9,1,0,2,0,51423252413,3332,5,2,0,0,IPI6,895.0,7,press7,5,response7,5,False
6,10,1,0,2,0,51423252413,3332,5,4,1,0,IPI6,1230.0,7,press7,5,response7,5,False
6,11,1,0,2,0,53123422251,2333,7,3,0,0,IPI6,90.0,7,press7,2,response7,2,False
6,12,1,0,2,0,14325242135,3332,5,1,1,0,IPI6,1070.0,7,press7,4,response7,4,False
6,13,1,0,2,0,35421252143,2333,9,5,0,0,IPI6,570.0,7,press7,5,response7,5,False
6,14,1,0,2,0,35421252143,2333,5,3,0,0,IPI6,960.0,7,press7,5,response7,5,False
6,15,1,0,2,0,13524232514,2333,7,2,0,0,IPI6,435.0,7,press7,3,response7,3,False
6,16,1,0,2,0,34545523521,3332,5,1,1,0,IPI6,325.0,7,press7,2,response7,3,True
6,17,1,0,2,0,13524232514,2333,9,3,1,0,IPI6,120.0,7,press7,3,response7,3,False
6,18,1,0,2,0,14325242135,3332,5,2,0,0,IPI6,670.0,7,press7,4,response7,4,False
6,19,1,0,2,0,14325242135,3332,7,2,0,0,IPI6,610.0,7,press7,4,response7,4,False
6,20,1,0,2,0,13524232514,2333,9,1,1,0,IPI6,1295.0,7,press7,3,response7,3,False
6,21,1,0,2,0,31251415143,3332,9,2,1,0,IPI6,1040.0,7,press7,1,response7,1,False
6,22,1,0,2,0,13131521231,2333,5,3,0,0,IPI6,565.0,7,press7,2,response7,2,False
6,23,1,0,2,0,51423252413,3332,9,5,0,0,IPI6,1155.0,7,press7,5,response7,5,False
6,24,1,0,2,0,53215151344,2333,9,1,0,0,IPI6,590.0,7,press7,5,response7,5,False
7,1,1,0,2,0,14325242135,3332,5,2,0,0,IPI6,905.0,7,press7,4,response7,4,False
7,2,1,0,2,0,41313445252,3332,5,2,0,0,IPI6,1020.0,7,press7,4,response7,4,False
7,3,1,0,2,0,35421252143,2333,7,2,0,0,IPI6,1070.0,7,press7,5,response7,5,False
7,4,1,0,2,0,14253131134,3332,7,4,0,0,IPI6,1615.0,7,press7,3,response7,3,False
7,5,1,0,2,0,35421252143,2333,5,2,0,0,IPI6,1000.0,7,press7,5,response7,5,False
7,6,1,0,2,0,35421252143,2333,7,2,1,0,IPI6,800.0,7,press7,5,response7,5,False
7,7,1,0,2,0,51423252413,3332,9,2,1,0,IPI6,995.0,7,press7,5,response7,5,False
7,8,1,0,2,0,23524524232,2333,7,3,0,0,IPI6,150.0,7,press7,2,response7,2,False
7,9,1,0,2,0,14325242135,3332,7,2,1,0,IPI6,805.0,7,press7,4,response7,4,False
7,10,1,0,2,0,51423252413,3332,5,2,0,0,IPI6,560.0,7,press7,5,response7,5,False
7,11,1,0,2,0,51423252413,3332,7,2,0,0,IPI6,595.0,7,press7,5,response7,5,False
7,12,1,0,2,0,21213124513,3332,5,1,0,0,IPI6,675.0,7,press7,2,response7,2,False
7,13,1,0,2,0,14325242135,3332,7,2,0,0,IPI6,460.0,7,press7,4,response7,4,False
7,14,1,0,2,0,13524232514,2333,9,2,0,0,IPI6,525.0,7,press7,3,response7,3,False
7,15,1,0,2,0,35421252143,2333,7,3,0,0,IPI6,1165.0,7,press7,5,response7,5,False
7,16,1,0,2,0,52515254155,2333,9,3,0,0,IPI6,485.0,7,press7,5,response7,5,False
7,17,1,0,2,0,14513525343,2333,5,5,0,0,IPI6,330.0,7,press7,2,response7,2,False
7,18,1,0,2,0,13524232514,2333,7,2,0,0,IPI6,570.0,7,press7,3,response7,3,False
7,19,1,0,2,0,34252321222,3332,9,1,1,0,IPI6,325.0,7,press7,2,response7,2,False
7,20,1,0,2,0,45451215454,2333,5,4,0,0,IPI6,355.0,7,press7,1,response7,1,False
7,21,1,0,2,0,13524232514,2333,7,2,1,0,IPI6,820.0,7,press7,3,response7,3,False
7,22,1,0,2,0,51423252413,3332,7,2,0,0,IPI6,605.0,7,press7,5,response7,5,False
7,23,1,0,2,0,14325242135,3332,9,4,0,0,IPI6,490.0,7,press7,4,response7,4,False
7,24,1,0,2,0,13524232514,2333,7,2,0,0,IPI6,555.0,7,press7,3,response7,3,False
8,1,1,0,2,0,15254554524,3332,5,1,0,0,IPI6,525.0,7,press7,5,response7,5,False
8,2,1,0,2,0,41514234453,2333,7,5,0,0,IPI6,530.0,7,press7,3,response7,3,False
8,3,1,0,2,0,13524232514,2333,9,1,0,0,IPI6,620.0,7,press7,3,response7,3,False
8,4,1,0,2,0,35421252143,2333,7,3,0,0,IPI6,880.0,7,press7,5,response7,5,False
8,5,1,0,2,0,35421252143,2333,7,2,0,0,IPI6,660.0,7,press7,5,response7,5,False
8,6,1,0,2,0,13524232514,2333,7,1,0,0,IPI6,705.0,7,press7,3,response7,3,False
8,7,1,0,2,0,41241345324,3332,7,1,1,0,IPI6,615.0,7,press7,4,response7,4,False
8,8,1,0,2,0,35421252143,2333,9,4,0,0,IPI6,565.0,7,press7,5,response7,5,False
8,9,1,0,2,0,35421252143,2333,7,3,0,0,IPI6,510.0,7,press7,5,response7,5,False
8,10,1,0,2,0,13524232514,2333,9,1,0,0,IPI6,555.0,7,press7,3,response7,3,False
8,11,1,0,2,0,42143134241,2333,5,5,0,0,IPI6,535.0,7,press7,3,response7,3,False
8,12,1,0,2,0,31253423515,2333,7,3,1,0,IPI6,530.0,7,press7,2,response7,2,False
8,13,1,0,2,0,51423252413,3332,7,3,0,0,IPI6,1415.0,7,press7,5,response7,5,False
8,14,1,0,2,0,51423252413,3332,9,1,0,0,IPI6,670.0,7,press7,5,response7,5,False
8,15,1,0,2,0,14325242135,3332,9,4,0,0,IPI6,475.0,7,press7,4,response7,4,False
8,16,1,0,2,0,43241325345,2333,5,4,0,0,IPI6,600.0,7,press7,2,response7,2,False
8,17,1,0,2,0,51423252413,3332,5,4,1,0,IPI6,1225.0,7,press7,5,response7,5,False
8,18,1,0,2,0,13524232514,2333,9,1,0,0,IPI6,390.0,7,press7,3,response7,3,False
8,19,1,0,2,0,51435414152,3332,5,4,0,0,IPI6,320.0,7,press7,1,response7,1,False
8,20,1,0,2,0,41414241215,3332,5,3,1,0,IPI6,785.0,7,press7,4,response7,4,False
8,21,1,0,2,0,51423252413,3332,7,2,0,0,IPI6,275.0,7,press7,5,response7,5,False
8,22,1,0,2,0,14325242135,3332,5,2,0,0,IPI6,510.0,7,press7,4,response7,4,False
8,23,1,0,2,0,14325242135,3332,9,3,0,0,IPI6,685.0,7,press7,4,response7,4,False
8,24,1,0,2,0,14325242135,3332,5,3,1,0,IPI6,905.0,7,press7,4,response7,4,False
9,1,1,0,2,0,14325242135,3332,7,5,1,0,IPI6,865.0,7,press7,4,response7,5,True
9,2,1,0,2,0,51423252413,3332,5,4,0,0,IPI6,650.0,7,press7,5,response7,5,False
9,3,1,0,2,0,24141325134,2333,9,2,0,0,IPI6,620.0,7,press7,2,response7,2,False
9,4,1,0,2,0,35134532423,3332,5,2,0,0,IPI6,805.0,7,press7,3,response7,3,False
9,5,1,0,2,0,51423252413,3332,7,3,0,0,IPI6,1280.0,7,press7,5,response7,5,False
9,6,1,0,2,0,35421252143,2333,9,2,0,0,IPI6,600.0,7,press7,5,response7,5,False
9,7,1,0,2,0,13524232514,2333,9,1,0,0,IPI6,630.0,7,press7,3,response7,3,False
9,8,1,0,2,0,13524232514,2333,9,1,0,0,IPI6,620.0,7,press7,3,response7,3,False
9,9,1,0,2,0,54241415343,3332,5,5,0,0,IPI6,405.0,7,press7,1,response7,1,False
9,10,1,0,2,0,35421252143,2333,9,4,0,0,IPI6,645.0,7,press7,5,response7,5,False
9,11,1,0,2,0,35421252143,2333,5,2,0,0,IPI6,690.0,7,press7,5,response7,5,False
9,12,1,0,2,0,14342535313,2333,5,1,0,0,IPI6,1135.0,7,press7,3,response7,3,False
9,13,1,0,2,0,51423252413,3332,9,1,0,0,IPI6,510.0,7,press7,5,response7,5,False
9,14,1,0,2,0,13521321515,3332,9,1,0,0,IPI6,620.0,7,press7,2,response7,2,False
9,15,1,0,2,0,51354132351,2333,7,5,0,0,IPI6,580.0,7,press7,3,response7,3,False
9,16,1,0,2,0,51423252413,3332,7,2,0,0,IPI6,660.0,7,press7,5,response7,5,False
9,17,1,0,2,0,13524232514,2333,9,2,0,0,IPI6,820.0,7,press7,3,response7,3,False
9,18,1,0,2,0,35421252143,2333,7,4,0,0,IPI6,605.0,7,press7,5,response7,5,False
9,19,1,0,2,0,14325242135,3332,5,2,0,0,IPI6,730.0,7,press7,4,response7,4,False
9,20,1,0,2,0,13524232514,2333,7,2,0,0,IPI6,590.0,7,press7,3,response7,3,False
9,21,1,0,2,0,14325242135,3332,9,4,0,0,IPI6,465.0,7,press7,4,response7,4,False
9,22,1,0,2,0,21545124124,3332,5,4,0,0,IPI6,555.0,7,press7,2,response7,2,False
9,23,1,0,2,0,14325242135,3332,7,2,0,0,IPI6,445.0,7,press7,4,response7,4,False
9,24,1,0,2,0,34315243412,2333,5,3,1,0,IPI6,555.0,7,press7,4,response7,4,False
10,1,1,0,2,0,53532134134,3332,7,5,1,0,IPI6,430.0,7,press7,3,response7,3,False
10,2,1,0,2,0,35421252143,2333,7,2,0,0,IPI6,490.0,7,press7,5,response7,5,False
10,3,1,0,2,0,51423252413,3332,7,3,0,0,IPI6,760.0,7,press7,5,response7,5,False
10,4,1,0,2,0,14325242135,3332,7,2,0,0,IPI6,785.0,7,press7,4,response7,4,False
10,5,1,0,2,0,41431512425,3332,5,2,1,0,IPI6,475.0,7,press7,1,response7,1,False
10,6,1,0,2,0,35421252143,2333,5,4,0,0,IPI6,625.0,7,press7,5,response7,5,False
10,7,1,0,2,0,14325242135,3332,5,3,0,0,IPI6,765.0,7,press7,4,response7,4,False
10,8,1,0,2,0,12123153123,3332,9,5,1,0,IPI6,1475.0,7,press7,5,response7,5,False
10,9,1,0,2,0,14325242135,3332,7,5,0,0,IPI6,1115.0,7,press7,4,response7,4,False
10,10,1,0,2,0,51423252413,3332,5,2,0,0,IPI6,740.0,7,press7,5,response7,5,False
10,11,1,0,2,0,45245345445,2333,9,1,0,0,IPI6,800.0,7,press7,4,response7,4,False
10,12,1,0,2,0,35421252143,2333,9,2,1,0,IPI6,630.0,7,press7,5,response7,5,False
10,13,1,0,2,0,43241524524,3332,5,4,0,0,IPI6,695.0,7,press7,2,response7,2,False
10,14,1,0,2,0,13524232514,2333,9,2,0,0,IPI6,600.0,7,press7,3,response7,3,False
10,15,1,0,2,0,13524232514,2333,5,1,0,0,IPI6,785.0,7,press7,3,response7,3,False
10,16,1,0,2,0,34134232521,2333,7,2,1,0,IPI6,640.0,7,press7,3,response7,3,False
10,17,1,0,2,0,14325242135,3332,7,2,0,0,IPI6,785.0,7,press7,4,response7,4,False
10,18,1,0,2,0,53534254223,2333,9,1,0,0,IPI6,1490.0,7,press7,5,response7,5,False
10,19,1,0,2,0,13524232514,2333,9,1,0,0,IPI6,725.0,7,press7,3,response7,3,False
10,20,1,0,2,0,35421252143,2333,7,2,0,0,IPI6,1030.0,7,press7,5,response7,5,False
10,21,1,0,2,0,13524232514,2333,7,2,0,0,IPI6,840.0,7,press7,3,response7,3,False
10,22,1,0,2,0,51423252413,3332,9,5,0,0,IPI6,680.0,7,press7,5,response7,5,False
10,23,1,0,2,0,51423252413,3332,7,2,0,0,IPI6,460.0,7,press7,5,response7,5,False
10,24,1,0,2,0,15434214312,2333,9,4,0,0,IPI6,880.0,7,press7,1,response7,1,False
1,1,2,1,2,1,51423252413,2333,7,3,0,0,IPI6,120.0,7,press7,5,response7,5,False
1,2,2,1,2,1,51423252413,2333,7,2,0,0,IPI6,100.0,7,press7,5,response7,5,False
1,3,2,1,2,1,14325242135,2333,7,3,0,0,IPI6,140.0,7,press7,4,response7,4,False
1,4,2,1,2,1,51423252413,2333,7,2,1,0,IPI6,90.0,7,press7,5,response7,5,False
1,5,2,1,2,1,51423252413,2333,5,1,0,0,IPI6,155.0,7,press7,5,response7,5,False
1,6,2,1,2,1,13524232514,3332,5,5,0,0,IPI6,405.0,7,press7,3,response7,3,False
1,7,2,1,2,1,13524232514,3332,7,1,0,0,IPI6,440.0,7,press7,3,response7,3,False
1,8,2,1,2,1,41325242351,3332,7,2,0,0,IPI6,375.0,7,press7,4,response7,4,False
1,9,2,1,2,1,14325242135,2333,5,2,0,0,IPI6,150.0,7,press7,4,response7,4,False
1,10,2,1,2,1,13524232514,3332,9,3,0,0,IPI6,420.0,7,press7,3,response7,3,False
1,11,2,1,2,1,14325242135,2333,5,2,0,0,IPI6,90.0,7,press7,4,response7,4,False
1,12,2,1,2,1,13524232514,3332,9,3,1,0,IPI6,460.0,7,press7,3,response7,2,True
1,13,2,1,2,1,41325242351,3332,7,5,0,0,IPI6,365.0,7,press7,4,response7,4,False
1,14,2,1,2,1,51423252413,2333,7,2,0,0,IPI6,130.0,7,press7,5,response7,5,False
1,15,2,1,2,1,41325242351,3332,7,5,0,0,IPI6,370.0,7,press7,4,response7,4,False
1,16,2,1,2,1,13524232514,3332,5,5,0,0,IPI6,525.0,7,press7,3,response7,3,False
1,17,2,1,2,1,41325242351,3332,7,2,0,0,IPI6,350.0,7,press7,4,response7,4,False
1,18,2,1,2,1,41325242351,3332,5,3,0,0,IPI6,435.0,7,press7,4,response7,4,False
1,19,2,1,2,1,14325242135,2333,5,3,0,0,IPI6,160.0,7,press7,4,response7,4,False
1,20,2,1,2,1,14325242135,2333,5,1,0,0,IPI6,120.0,7,press7,4,response7,4,False
2,1,2,1,2,1,14325242135,2333,5,3,0,0,IPI6,120.0,7,press7,4,response7,4,False
2,2,2,1,2,1,41325242351,3332,9,5,0,0,IPI6,330.0,7,press7,4,response7,4,False
2,3,2,1,2,1,14325242135,2333,7,3,0,0,IPI6,115.0,7,press7,4,response7,4,False
2,4,2,1,2,1,14325242135,2333,9,3,0,0,IPI6,125.0,7,press7,4,response7,4,False
2,5,2,1,2,1,13524232514,3332,5,2,0,0,IPI6,455.0,7,press7,3,response7,3,False
2,6,2,1,2,1,41325242351,3332,9,5,0,0,IPI6,320.0,7,press7,4,response7,4,False
2,7,2,1,2,1,14325242135,2333,5,2,0,0,IPI6,110.0,7,press7,4,response7,4,False
2,8,2,1,2,1,51423252413,2333,5,1,0,0,IPI6,95.0,7,press7,5,response7,5,False
2,9,2,1,2,1,14325242135,2333,9,2,0,0,IPI6,90.0,7,press7,4,response7,4,False
2,10,2,1,2,1,41325242351,3332,9,5,0,0,IPI6,315.0,7,press7,4,response7,4,False
2,11,2,1,2,1,51423252413,2333,7,2,0,0,IPI6,50.0,7,press7,5,response7,5,False
2,12,2,1,2,1,13524232514,3332,7,2,0,0,IPI6,555.0,7,press7,3,response7,3,False
2,13,2,1,2,1,13524232514,3332,7,2,0,0,IPI6,395.0,7,press7,3,response7,3,False
2,14,2,1,2,1,41325242351,3332,9,2,0,0,IPI6,310.0,7,press7,4,response7,4,False
2,15,2,1,2,1,51423252413,2333,9,5,0,0,IPI6,120.0,7,press7,5,response7,5,False
2,16,2,1,2,1,41325242351,3332,5,2,0,0,IPI6,400.0,7,press7,4,response7,4,False
2,17,2,1,2,1,13524232514,3332,7,2,0,0,IPI6,335.0,7,press7,3,response7,3,False
2,18,2,1,2,1,13524232514,3332,5,2,0,0,IPI6,400.0,7,press7,3,response7,3,False
2,19,2,1,2,1,51423252413,2333,9,2,1,0,IPI6,125.0,7,press7,5,response7,5,False
2,20,2,1,2,1,51423252413,2333,7,1,0,0,IPI6,90.0,7,press7,5,response7,5,False
3,1,2,1,2,1,13524232514,3332,7,1,0,0,IPI6,520.0,7,press7,3,response7,3,False
3,2,2,1,2,1,41325242351,3332,7,1,0,0,IPI6,325.0,7,press7,4,response7,4,False
3,3,2,1,2,1,41325242351,3332,9,2,0,0,IPI6,355.0,7,press7,4,response7,4,False
3,4,2,1,2,1,41325242351,3332,9,4,0,0,IPI6,325.0,7,press7,4,response7,4,False
3,5,2,1,2,1,14325242135,2333,7,2,1,0,IPI6,275.0,7,press7,4,response7,2,True
3,6,2,1,2,1,13524232514,3332,7,2,0,0,IPI6,280.0,7,press7,3,response7,3,False
3,7,2,1,2,1,13524232514,3332,7,4,0,0,IPI6,355.0,7,press7,3,response7,3,False
3,8,2,1,2,1,41325242351,3332,5,3,1,0,IPI6,490.0,7,press7,4,response7,4,False
3,9,2,1,2,1,14325242135,2333,5,3,0,0,IPI6,120.0,7,press7,4,response7,4,False
3,10,2,1,2,1,51423252413,2333,9,1,0,0,IPI6,120.0,7,press7,5,response7,5,False
3,11,2,1,2,1,51423252413,2333,7,2,0,0,IPI6,135.0,7,press7,5,response7,5,False
3,12,2,1,2,1,13524232514,3332,7,2,0,0,IPI6,335.0,7,press7,3,response7,3,False
3,13,2,1,2,1,51423252413,2333,7,1,0,0,IPI6,100.0,7,press7,5,response7,5,False
3,14,2,1,2,1,14325242135,2333,9,2,1,0,IPI6,745.0,7,press7,4,response7,2,True
3,15,2,1,2,1,14325242135,2333,9,4,1,0,IPI6,1265.0,7,press7,4,response7,4,False
3,16,2,1,2,1,51423252413,2333,5,4,1,0,IPI6,120.0,7,press7,5,response7,5,False
